Question,Answer
چرا در دوره اشکانیان، قدرت و نفوذ پادشاهان مانند سایر شاهان ایران باستان نبود؟,چون در این دوره، خاندان های محلی از نفوذ و قدرت زیادی برخوردار بودند و شاهان مجبور بودند در اداره کشور با آنها مشورت کنند.
در دوره اشکانیان چند مجلس برای تصمیم گیری به وجود آمده بود؟,مجلس شاهی، مجلس بزرگان و مجلس مهستان.
پایتخت ساسانیان کجا بود؟,گور یا فیروزآباد و تیسفون
سپاه جاویدان ابتکار کدام شاه بود؟,داریوش
علت وجود شغل ها و مقام های مختلف برای اداره کشور در دولت های ایران باستان چه بود؟,قلمرو وسیع
زندگی شاهان چگونه بود و هزینه زندگی آنان چگونه تأمین می شد؟,زندگی شاهان هزینه زیادی داشت. گاهی آنها صدها خدمه را به کار می گرفتند. اینکه درآمدهای کشور چگونه خرج بشود بستگی به نظر شاهان داشت. مخارج سنگین دربار، از گرفتن مالیات از مردم تأمین می شد. اغلب شاهان نه تنها به ثروت اندوزی می پرداختند و به فکر آسایش مردم نبودند بلکه به آنها ظلم می کردند. البته گاهی نیز به ندرت شاهانی پیدا می شدند که سعی می کردند با عدالت رفتار کنند.
شهری را که پادشاهان به عنوان پایتخت انتخاب می کردند معمولاً چه ویژگی هایی داشت؟,پایتخت ها معمولاً شهرهای بزرگ و پرجمعیت بودند و شاهان در آنها کاخ های بزرگ و بناهای عظیم می ساختند.
علت هجوم و حمله پی در پی دشمنان به ایران چه بود؟,سرزمین ایران به دلیل موقعیت مهم جغرافیایی، همواره از شرق و غرب در معرض هجوم دشمنان بود.
چرا حکومت های ایران باستان، سپاه و نیروی نظامی بزرگ به وجود آوردند؟,از سمت غرب، دولت های یونان و روم به قلمرو ایران دست اندازی می کردند و از سمت شرق اقوام بیابانگرد به ایران هجوم می آوردند. به همین دلیل حکومت های ایران باستان سپاه و نیروی نظامی مجهز و نیرومندی به وجود آورده بودند تا از مرزهای ایران دفاع کنند.
پادشاهان از چه زمانی آموزش نظامی می دیدند؟,شاهان از دوره نوجوانی، آموزش های نظامی می دیدند و در برخی جنگ ها، خودشان فرماندهی جنگ را بر عهده می گرفتند.
چرا در تاریخ جهان، اشکانیان به جنگاوران مشهور بودند؟,چون مهارت زیادی در سوارکاری و تیر اندازی داشتند.
ابتکار بزرگ داریوش هخامنشی در زمینه تشکیل سپاه و فنون نظامی چه بود؟ و ویژگی آن را بنویسید.,یکی از ابتکارات بزرگ داریوش هخامنشی این بود که علاوه بر سپاه معمولی، یک «سپاه جاویدان» تشکیل داده بود. تعداد افراد سپاه جاویدان ده هزار نفر بود که به گروه های ده نفره تقسیم می شد. به این سپاه، جاویدان یا همیشگی می گفتند چون هرگاه یکی از افراد از بین می رفت یک فرد جنگاور دیگر که ذخیره بود جای او را می گرفت و تعداد آنان کاسته نمی شد. در آن دوره، خدمت در سپاه جاویدان، بزرگترین آرزوی جوانان پارسی بود.
از ابتکارات ایرانیان در زمان جنگ استفاده از چه وسایل و ابزاری بود؟,یکی دیگر از ابتکارات ایرانی ها، اختراع «ارابه داس دار» بود. این ارابه در هر سمت خود به شمشیرهای تیز و کاردهای داس مانند مجهز بود و هنگام حرکت از دو طرف، هر چیزی را بر سر راه اسب ها تکه تکه می کرد. همچنین به دستور کوروش گردونه ها یا برج های بلند و چوبی و چرخدار ساخته بودند. این برج ها متحرّک بودند و در داخل آنها کمانداران قرار می گرفتند و از بالای برج ها در موقع لزوم به دشمن تیراندازی می کردند. این برج ها توسط تعداد زیادی اسب کشیده می شدند.
نیروی دریایی ایرانیان باستان در کدام آبها در رفت و آمد بود؟,کشتی های آنها از خلیج پارس تا دریای مدیترانه در رفت و آمد بودند.
"پایتخت ساسانیان کدام شهر بود؟
الف) تخت جمشید ب) شوش ج) صد دروازه د) تیسفون",د) تیسفون
"اشکانیان در تاریخ جهان به آن مشهور بودند؟
الف) معماری ب) جنگاوری ج) کشورداری د) کشاورزی",ب) جنگاوری
"در ایران باستان چه کسانی می توانستند شاه را عزل یا بر کنار کنند؟
الف) دبیران و موبدان ب) بزرگان و دبیران ج) بزرگان و موبدان د) منشیان و رؤسای دربار",ج) بزرگان و موبدان
"تهیه گزارش از قسمت های مختلف کشور از وظایف چه کسانی در دوره ی ساسانیان بود؟
الف) وزیر بزرگ ب) رئیس دربار یا تشریفات ج) منشیان و دبیران د) مأموران مخفی شاه",د) مأموران مخفی شاه
"پایتخت مادها کدام شهر بود؟
الف) صد دروازه ب) همدان (هگمتانه) ج) تیسفون د) تخت جمشید",ب) همدان (هگمتانه)
در ایران باستان خانواده چه جایگاهی داشت ؟ و پدر چه نقشی در خانواده داشت؟,خانواده، هسته اولیه جامعه را تشکیل می داد. ازدواج در نزد ایرانیان یک تکلیف دینی و پیمان مقدس بود. به همین دلیل اگر کسی عمداً از ازدواج سرباز می زد، گناهکار شمرده می شد. همچنین مردان زمانی می توانستند مقام ومنصبی بگیرند که همسر داشته باشند. درخانواده ایران باستان، پدر به عنوان سرپرست خانواده نقش مهمی داشت و اجرای مراسم مذهبی و حفظ امنیت خانواده برعهده او بود.
در ایران باستان افراد معمولا با چه کسانی ازدواج می کردند؟,ازدواج معمولاً خویشاوندی و درون گروهی بود؛ یعنی اغلب سعی می کردند با افرادی از دودمان خود ازدواج کنند تا با آنها هم خون باشند و خصوصیات آن دودمان را حفظ کنند.
آیا برای ایرانیان باستان جنسیت فرزند اهمیت داشت؟,ایرانیان باستان برای اولاد پسر ارزش خاصی قائل بودند و این موضوع به خصوص برای شاهان و درباریان که سلطنت موروثی داشتند، اهمیت زیادی داشت
آیا در ایران باستان چند همسری وجود داشت؟,در آن دوره چند همسری نیز وجود داشت و افراد توانگر و ثروتمند چند زن داشتند.
در ایران باستان خانواده ها مواد مورد نیاز خود را چگونه تأمین می کردند؟,بیشتر مواد مورد نیاز خود چون خوراک و پوشاک و ابزار را خودشان در خانه تولید و نیازهای خود را تأمین می کردند. زنان در کنار مردان به نخ ریسی، پارچه بافی، قالی بافی و مشارکت در کشاورزی می پرداختند.
در ایران باستان خانواده ها معمولا چه چیزهایی را به فرزندان خود آموزش می دادند؟,خانواده ها همچنین مرکز تربیت و آموزش بودند و اصول و ارزش های اخلاقی چون راستگویی، امانت داری، میهن دوستی و وفای به عهد و پیمان را به اعضای خانواده خود می آموختند .پدران، شغل خود را به پسران یاد می دادند همچنان که مادران به عنوان کدبانوی خانواده، رسوم خانه داری را به دختران آموزش می دادند.
در دوره ایران باستان بیشتر مردم ایران در روستاها زندگی می کردند یا در شهرها؟ و چه شغلی داشتند؟,در دوره ایران باستان، اغلب مردم در روستاها زندگی می کردند و کشاورزان بیشترین جمعیت آن زمان را تشکیل می دادند.
تا قبل از سلسله ساسانیان شهرها محل زندگی چه کسانی بود؟,بیشتر محل زندگی شاهان و مأموران حکومت بود.
از چه دوره ای تعداد شهرها زیاد شدند و جمعیت شهرنشین افزایش یافت ؟,از دوره ساسانیان
در دوره ساسانیان چه کسانی علاوه بر شاه در شهرها زندگی می کردند؟,در این شهرها علاوه بر مأموران حکومتی، صنعتگران، بازرگانان و پیشه وران نیز زندگی می کردند.
از چه زمانی شغل های مختلف بوجود آمد؟,پس از یکجانشینی تقسیم کار اجتماعی پدید آمد و افراد درگروه های مختلف شغلی دسته بندی شده بودند.
در کتاب اوستا مردم به چند دسته تقسیم شده اند؟,در کتاب اوستا، مردم به دسته پیشوایان دینی، نظامیان، کشاورزان و دامداران تقسیم شده اند و هر دسته وظیفه خاصی دارد.
اختلافات طبقاتی چگونه در جامعه بوجود آمد ؟ و در چه دوره ای به اوج رسید؟,با تشکیل امپراتوری های بزرگ و تمرکز قدرت و ثروت در دست شاهان و شاهزادگان و سایر مقام های حکومتی به تدریج اختلاف طبقاتی درجامعه به وجود آمد و طبقات اجتماعی امتیازات و حقوق متفاوتی به دست آوردند. اختلافات طبقاتی در دوره ساسانیان به اوج رسید
در دوره ساسانیان مردم به چند طبقه تقسیم شده بودند؟,"1 –اشراف و بزرگان: شاه و شاهزادگان، روحانیون زرتشتی( موبدان)، فرماندهان نظامی و دبیران
2 -عامه مردم: پیشه وران، بازرگانان و کشاورزان."
در دوره ساسانیان اشراف و بزرگان از چه حقوق و امتیازاتی برخوردار بودند؟,اشراف و بزرگان ازحقوق و امتیازات زیادی برخوردار بودند .آنها زمین ها و ثروت های فراوان داشتند اما از پرداختن مالیات سرانه معاف بودند .از حق تحصیل و آموزش برخوردار بودند و خود را صاحب جان و مال مردم می دانستند.
کشاورزان در دوره ساسانی چه وضعیتی داشتند؟,کشاورزان با آنکه اکثریت جامعه را تشکیل می دادند و فعالیت اقتصادی مهم بر دوش آنها بود، از بسیاری از حقوق اجتماعی محروم بودند .آنها و فرزندانشان حق تحصیل نداشتند .بار سنگین مالیات بردوش آنها بود و درجنگ ها، سپاه پیاده نظام را تشکیل می دادند .اگر کسی از جنگ فرار می کرد به شدت مجازات می شد.
در دوره ساسانی موبدان زرتشتی چه موقعیتی داشتند؟,در این دوره، موبدان زرتشتی که خود جزء طبقه بزرگان بودند از این اختلاف طبقاتی حمایت می کردند و در دستگاه حکومتی نفوذ زیادی داشتند
جامعه طبقاتی چه ویژگی‌هایی داشت؟,در جامعه طبقاتی، رفتن از طبقه ای به طبقه دیگر بسیار سخت و تقریباً ناممکن بود.یعنی فرزند کشاورز می بایستی تا ابد کشاورز بماند. همچنان که اشراف زادگان همیشه درگروه اشراف می ماندند .افراد از طبقه محروم نمی توانستند با بزرگان ازدواج کنند. لباس و مسکن طبقات نیز متفاوت بود .در شهرها پیشه وران و کشاورزان نمی توانستند در محله خاص بزرگان سکونت کنند و به ناچار در حومه شهرها ساکن می شدند .در دوره ساسانی طبقات مختلف حتی آتشکده های جداگانه ای داشتند .این وضع طبقاتی بر روابط، آداب و معاشرت مردم نیز تأثیر گذاشته بود.
به گفته هرودوت ، ایرانیان دوره باستان چه ویژگیهایی داشتند؟,هِرودوت نوشته است :ایرانی ها وقتی در کوچه به هم می رسیدند روبوسی می کردند و اگر با یکدیگر تفاوت طبقاتی داشتند افراد عامی می بایستی در برابر اشراف و بزرگان زانو می زدند.
زندگی پادشاهان و شاهزادگان در دوره ایران باستان چگونه بود ؟ مثال بزنید.(مشابه سوال 8 درس بیست),در دوره ایران باستان، شاهان و شاهزادگان زندگی بسیار پرتجملی داشتند و در کاخ ها به خوشگذرانی می پرداختند .برای مثال خسرو پرویز تاجی داشت که مقدار زیادی طلای خالص در آن به کار برده شده بود و مروارید های آن به اندازه تخم گنجشک بودند .در آن دوره، تاج سنگین را از سقف آویزان می کردند و شاه زیر آن می نشست .خسرو پرویز شطرنجی داشت که مهره های آن از یاقوت و زمرد بودند و بر تختی می نشست که از عاج فیل درست شده بود و نرده های آن از طلا و نقره بود.
مورخان از کدام اثر ادبی برای پی بردن به اوضاع و احوال مردم دوره ایران باستان استفاده کرده اند؟,شاهنامه فردوسی
ازدواج در ایران باستان چگونه بود؟,خویشاوندی و درون گروهی
در ایران باستان خانواده چه جایگاهی داشت؟ و پدر چه نقشی در خانواده داشت؟,در ایران باستان خانواده، هسته اولیه جامعه را تشکیل می داد. ازدواج در نزد ایرانیان یک تکلیف دینی و پیمان مقدس بود. به همین دلیل اگر کسی عمداً از ازدواج سرباز می زد، گناهکار شمرده می شد. همچنین مردان، زمانی می توانستند مقام و منصبی بگیرند که همسر داشته باشند. در ایران باستان، پدر به عنوان سرپرست خانواده نقش مهمی داشت و اجرای مراسم مذهبی و حفظ امنیت خانواده بر عهده او بود.
در ایران باستان افراد معمولا با چه کسانی ازدواج می کردند؟,ازدواج معمولاً خویشاوندی و درون گروهی بود؛ یعنی اغلب سعی می کردند با افرادی از دودمان خود ازدواج کنند تا با آنها هم خون باشند و خصوصیات آن دودمان را حفظ کنند.
ویژگی های پدران ایران باستان چگونه بود؟‌,پدر به عنوان سرپرست خانواده نقش مهمی داشت و اجرای مراسم مذهبی و حفظ امنیت خانواده بر عهده او بود.
آیا برای ایرانیان باستان جنسیت فرزند اهمیت داشت؟,ایرانیان باستان برای اولاد پسر ارزش خاصی قائل بودند. این موضوع به خصوص برای شاهان و درباریان که سلطنت موروثی داشتند، اهمیت زیادی داشت.
یا در ایران باستان چند همسری وجود داشت؟,بله، در آن دوره چند همسری نیز وجود داشت و افراد توانگر و ثروتمند چند زن داشتند.
ویژگی های زبان و مادران ایران باستان چگونه بود؟,در کنار مردان به نخ ریسی، پارچه بافی و مشارکت در کشاورزی می پرداختند.
ویژگی های خانواده ایران باستان چگونه بود؟,خانواده ها مرکز تربیت و آموزش بودند و اصول و ارزش های اخلاقی چون راستگویی، امانت داری، میهن دوستی و وفای به عهد و پیمان را به اعضای خانواده خود می آموختند.
در ایران باستان خانواده ها مواد مورد نیاز خود را چگونه تأمین می کردند؟,در ایران باستان، خانواده ها بیشتر مواد مورد نیاز خود چون خوراک و پوشاک و ابزار را خودشان در خانه تولید می کردند. زنان در کنار مردان به نخ ریسی، پارچه بافی، قالی بافی و مشارکت در کشاورزی می پرداختند.
در ایران باستان خانواده ها معمولا چه چیزهایی را به فرزندان خود آموزش می دادند؟,خانواده ها مرکز تربیت و آموزش بودند و اصول و ارزش های اخلاقی چون راستگویی، امانت داری، میهن دوستی و وفای به عهد و پیمان را به اعضای خانواده خود می آموختند. پدران، شغل خود را به پسران یاد می دادند همچنان که مادران به عنوان کدبانوی خانواده، رسوم خانه داری را به دختران آموزش می دادند.
در دوره ایران باستان بیشتر مردم ایران در روستاها زندگی می کردند یا در شهرها؟ و چه شغلی داشتند؟,در دوره ایران باستان، اغلب مردم در روستاها زندگی می کردند و کشاورزان بیشترین جمعیت آن زمان را تشکیل می دادند.
تا قبل از سلسله ساسانیان شهرها محل زندگی چه کسانی بود؟,این شهرها بیشتر محل زندگی شاهان و مأموران حکومت بود.
گروه بزرگان شامل چه کسانی بودند؟,شاه و شاهزادگان – روحانیون زرتشتی – موبدان – فرماندهان نظامی و دبیران
گروه عامه شامل چه کسانی بودند؟,پیشه وران ، بازرگانان و کشاورزان و دامداران
در دوره ساسانیان چه کسانی علاوه بر شاه در شهرها زندگی می کردند؟,در این شهرها علاوه بر مأموران حکومتی، صنعتگران، بازرگانان و پیشه وران نیز زندگی می کردند.
از چه زمانی شغل های مختلف به وجود آمد؟,پس از یکجانشینی، تقسیم کار اجتماعی پدید آمد و افراد در گروه های مختلف شغلی دسته بندی شده بودند.
اشراف و بزرگان چه حقوقی در جامعه داشتند؟,پرداختن مالیات معاف بودند. از حق تحصیل و آموزش برخوردار بودند و خود را صاحب جان و مال مردم می دانستند.
اختلافات طبقاتی چگونه در جامعه به وجود آمد؟ و در چه دوره ای به اوج رسید؟,با تشکیل امپراتوری های بزرگ و تمرکز قدرت و ثروت در دست شاهان و شاهزادگان و سایر مقام های حکومتی، به تدریج اختلاف طبقاتی در جامعه به وجود آمد و طبقات اجتماعی امتیازات و حقوق متفاوتی به دست آوردند. اختلافات طبقاتی در دوره ساسانیان به اوج رسید.
در دوره ساسانیان مردم به چند طبقه تقسیم شده بودند؟,"1- شاه و شاهزادگان، روحانیون زرتشتی (موبدان)، فرماندهان نظامی و دبیران به عنوان اشراف و بزرگان شناخته می شدند.
2- پیشه وران، بازرگانان و کشاورزان و دامداران نیز عامه مردم محسوب می شدند."
در دوره ساسانیان اشراف و بزرگان از چه حقوق و امتیازاتی برخوردار بودند؟,اشراف و بزرگان از حقوق و امتیازات زیادی برخوردار بودند. آنها زمین ها و ثروت های فراوان داشتند اما از پرداختن مالیات معاف بودند. از حقّ تحصیل و آموزش برخوردار بودند و خود را صاحب جان و مال مردم می‌ دانستند.
کشاورزان در دوره ساسانی چه وضعیتی داشتند؟,کشاورزان با آنکه اکثریت جامعه را تشکیل می دادند و فعالیت اقتصادی مهم بر دوش آنها بود، از بسیاری از حقوق اجتماعی محروم بودند. شرایط تحصیل برای عامه مردم سخت و دشوار بود. بار سنگین مالیات بردوش آنها بود و در جنگ ها، سپاه پیاده نظام را تشکیل می دادند. اگر کسی از جنگ فرار می کرد به شدت مجازات می شد.
در دوره ساسانی موبدان زرتشتی چه موقعیتی داشتند؟,در این دوره، موبدان زرتشتی که خود جزء طبقه بزرگان بودند از این اختلاف طبقاتی حمایت می کردند و در دستگاه حکومتی نفوذ زیادی داشتند.
جامعه طبقاتی چه ویژگی‌هایی داشت؟,در جامعه طبقاتی، رفتن از طبقه ای به طبقه دیگر بسیار سخت و تقریباً ناممکن بود. یعنی فرزند کشاورز می بایستی تا ابد کشاورز بماند. همچنان که اشراف زادگان همیشه در گروه اشراف می ماندند. افراد از طبقه محروم نمی توانستند با بزرگان ازدواج کنند. لباس و مسکن طبقات نیز متفاوت بود. در شهرها پیشه وران و کشاورزان نمی توانستند در محله خاص بزرگان سکونت کنند و به ناچار در حومه شهرها ساکن می شدند. در دوره ساسانی طبقات مختلف حتی آتشکده های جداگانه ای داشتند. این وضع طبقاتی بر روابط، آداب و معاشرت مردم نیز تأثیر گذاشته بود.
به گفته هرودوت، ایرانیان دوره باستان چه ویژگی هایی داشتند؟,ایرانی ها وقتی در کوچه به هم می رسیدند روبوسی می کردند و اگر با یکدیگر تفاوت طبقاتی داشتند افراد عامی می بایستی در برابر اشراف و بزرگان زانو می زدند.
زندگی پادشاهان و شاهزادگان در دوره ایران باستان چگونه بود ؟ مثال بزنید.,در دوره ایران باستان، شاهان و شاهزادگان زندگی بسیار پر تجملی داشتند و در کاخ ها به خوشگذرانی می پرداختند. برای مثال خسرو پرویز تاجی داشت که مقدار زیادی طلای خالص در آن به کار برده شده بود و مرواریدهای آن به اندازه تخم گنجشک بودند. در آن دوره، تاج سنگین را از سقف آویزان می کردند و شاه زیر آن می نشست. خسرو پرویز شطرنجی داشت که مهره های آن از یاقوت و زمرد بود و بر تختی می نشست که از عاج فیل درست شده و نرده های آن از طلا و نقره بود.
مورخان از کدام اثر ادبی برای پی بردن به اوضاع و احوال مردم دوره ایران باستان استفاده کرده اند؟,شاهنامه فردوسی
"کدام یک از موارد زیر از طبقه ی بزرگان نبودند؟
الف) فرماندهان نظامی ب) دبیران ج) بازرگانان د) موبدان",ج) بازرگانان
"در کدام دوره ی تاریخی اختلافات طبقاتی به اوج خود رسید؟
الف) اشکانیان ب) ساسانیان ج) هخامنشیان د) سلوکیان",ب) ساسانیان
"کدام یک از امتیازات زیر به کشاورزان تعلّق نداشت؟
الف) آن ها و فرزندانشان حقّ تحصیل نداشتند ب) بار سنگین مالیات بر دوش آن ها بود
ج) در جنگ ها، سپاه سواره نظام بودند د( فعالیت های مهم اقتصادی بر دوش آن ها بود",ج) در جنگ ها، سپاه سواره نظام بودند
در ایران باستان کشاورزی چه جایگاهی داشت؟,کشاورزی مهمترین پیشه و وسیله معیشت در ایران باستان بود .در اوستا و کتیبه های آن دوره، عبارت هایی درباره اهمیت و ارزش کار کشاورزان دیده می شود .فعّالیّت های کشاورزی از طرف حکومت نیز تشویق می شد .در دوره هخامنشیان، یونانی‌ها به تلاش های شاهان پارس، برای تشویق کشاورزی حسرت می خوردند.
آتش در میان ایرانیان باستان به ویژه ساسانیان چه جایگاهی داشت؟,ایرانیان باستان، آتش را مقدس می شمردند .در دوره ساسانیان آتشکده های زیادی در گوشه و کنار ایران ساخته شدند که آثار بعضی از آنها تا به امروز باقی مانده است.
در دوره ساسانیان دین رسمی کشور چه بود و علاوه بر آن پیروان کدام دین ها در ایران زندگی می کردند؟,در دوره ساسانیان، اغلب مردم دین زرتشتی داشتند و حکومت از آن دین پشتیبانی می کرد و دین رسمی کشور اعلام شد. در این دوره، موبدان زرتشتی با رواج و گسترش دین های دیگر در ایران مخالفت و نسبت به پیروان سایر ادیان سخت گیری می کردند. پیروان دینهای مسیحی، یهودی، بودایی و مانوی نیز در ایران زندگی می کردند .
غذای مردم ایران باستان چه بود؟,غذای اصلی مردم، غلات مخصوصاً گندم و جو بود که آنها را آرد می کردند و با آن، نان و انواع شیرینی ها را می پختند. علاوه بر نان، از انواع گوشت حیوانات اهلی، گوشت پرندگان شکاری، تخم پرندگان، شیر بز و میوه ها و سبزیجات وشربت ها برای تغذیه استفاده می شد.
ایرانیان باستان برای آرد کردن غلات از چه چیزی استفاده می کردند؟,آسیابهای آبی را ابداع کرده بودند.
روغن زیتون و ادویه از چه مناطقی وارد ایران شد؟,روغن زیتون از یونان و ادویه از هندوستان
آداب غذا خوردن در ایران باستان چگونه بود؟,مردم ایران باستان، با آداب خاصی سر سفره می نشستند. آنها سخن گفتن به هنگام غذا خوردن را گناه می دانستند .شستن دست ها قبل و بعد از غذا خوردن و خواندن دعای نان در ابتدا و پایان غذا از نکاتی بود که آنها بر سر سفره رعایت می کردند
ایرانیان باستان بیشتر از چه ظروفی استفاده می کردند .؟,ظروف فلزی
ما چگونه از نوع پوشاک و ابزارها و تولیدات مردمان ایران باستان مطلع شده ایم؟,بیشتر آنچه که ما از پوشاک مردم آن دوره می دانیم مربوط به مجسمه ها و نقاشی ها یا تصاویری به جا مانده از آن دوره است که بر روی سنگ ها، ظروف یا سکه ها نقش بسته اند. باستان شناسان نمونه هایی از وسایل و ابزار تولید پوشاک مربوط به ایران باستان را نیز کشف کرده اند.
مردان وزنان ایران باستان نسبت به پوشش بدن چه اعتقادی داشتند؟,مردان و زنان ایرا ن باستان در مقایسه با مردم سایر تمدن های هم عصر خود، اعتقاد به پوشش کامل بدن داشتند و برهنگی و بی بند و باری را نشانه اهریمن می دانستند.
پوشش مردان وزنان دوره ایران باستان چگونه بود؟,ایرانیان، نخستین کسانی بودند که شلوار را طراحی کردند و پوشیدند .شلوار و بالا پوش های آستین دار و کلاه نمدی پوشاک اصلی مردان بود .زنان نیز از شلوار، پیراهن های بلند و روسری استفاده می کردند.
لباس های ایرانی مورد توجه کدام کشور ها بود؟,مورد توجه بزرگان و درباریان روم و یونان بود و اغلب سعی می کردند از طرح لباس های ایرانی تقلید کنند.
ایرانیان از گذشته به کدام ورزش ها علاقه داشتند؟,به ورزش های رزمی و پهلوانی چون کشتی علاقهمند بوده اند و پهلوان و پهلوانی در تاریخ کهن ما ریشه دارد. سوارکاری و تیراندازی و شکار از ورزش های مورد علاقه مردم آن دوره بوده و پرتاب سنگ یا فَالخَن و نیزه و زوبین نیز رواج داشته است.
در شاهنامه فردوسی از دلاوری چه کسانی نام برده شده است؟,رستم، سهراب، سیاوش، گُردآفرید (گُردآفرین) و … در ایران باستان سخن گفته است.
به گفته هرودوت ، ایرانیان در گذشته چه چیزهایی به فرزندان خود آموزش می دادند؟,هِرودوت نوشته است: ایرانیان به فرزندان خود سه چیز را می آموختند1 -سوارکاری2 -تیروکمان 3 -راستگویی.
کدام ورزش توسط ایرانیان باستان ابداع شده و امروزه هم از ورزش های جهانی محسوب می شود؟,چوگان بازی در شاهنامه فردوسی به چوگان بازی اشاره شده است .در زمان هخامنشیان و ساسانیان این ورزش انجام می شده است. در این ورزش، اسب سواران از یک چوب دست به نام چوگان و یک گوی استفاده می کردند.
در عهد باستان جشن چه معنا و مفهومی داشت؟,در عهد باستان مردم ایران در طی سال، ده ها جشن برپا می کردند و شاد زیستن را یک موهبت الهی می دانستند . واژه جشن از یَشُن و یَسْنه اوستایی گرفته شده که به معنای پرستیدن و نیایش است و از اینجا می توان پی برد که بیشتر جشنهای آن دوره اهمیت دینی داشته و با نیایش به درگاه خداوند همراه بوده است.
در ایران باستان جشنها در چه مواقعی از سال برپا میشد و مهمترین جشنها را نام ببرید.,"جشن ها ارتباط زیادی با تغییر فصلها و شروع و پایان کار کشاورزی داشتند .
مهم ترین جشنها = جشن نوروز، جشن سده و جشن مهرگان"
باشکوه ترین جشن ایرانیان باستان چه جشنی بود و در چه زمانی برگزار می شد؟,جشن نوروز – آغاز فصل بهار
نوروز برای مردم ایران باستان چه پیامی داشت؟,پیام آور نوشدن سال و رویش طبیعت و شروع فعّالیّت های کشاورزی بود
پیدایش جشن نوروز به چه زمانی بازمی گردد ؟,زمان پیدایش نوروز به درستی معلوم نیست، در شاهنامه فردوسی، این جشن را به تاج گذاری جمشید پادشاه اسطوره ای ایران نسبت می دهند .این جشن در زمان هخامنشیان در تخت جمشید برگزار می شده و پس از آن، سلسله های دیگر نیز نوروز را گرامی داشته اند . در هر یک از روزهای عید نوروز، طبقه ای از مردم به دیدار شاهان می آمدند. در عهد باستان، خانواده های ایرانی بر سر سفره نوروزی به درگاه آفریننده هستی دعا می کردند، به یکدیگر هدیه می دادند و شادباش می گفتند .
امروزه ایرانیان نوروز را چگونه جشن می گیرند؟,امروزه نیز مردم کشور ما نوروز را جشن می گیرند، کتاب قرآن را بر سر سفره هفت سین می گذارند و در هنگام تحویل سال دعا می خوانند. خانه تکانی، پختن سمنو، چیدن سفره هفت سین، به دیدار بزرگتر های فامیل رفتن و عیدی دادن از آیین های زیبای نوروز است.
سازمان ملل متحد در چه سالی روز اول فروردین (21مارس میلادی) را روز جهانی نوروز اعلام کرد و به رسمیت شناخت؟,در سال 1388
اقوام آریایی چه چیزی را مقدس می شمردند؟,آب، آتش، خاک و باد
آیا در ایران باستان به تعلیمات مذهبی اهمیت می دادند؟,زرتشت، پیامبر ایران باستان که قبل از سلسله مادها می زیست، در اندیشه اصلاح عقاید ایرانیان برآمد. او مردم را به پرستش اهورامزدا، خدای بزرگ و یکتا دعوت کرد.
زرتشت مردم را به چه آیینی دعوت می کرد؟,اَوستا
آیین زرتشت چگونه آیینی بود؟,در آیین زرتشت، اهورا مزدا، منشأ تمام خیر و خوبی ها بود و همواره با اهریمن که سرچشمه شر و بدی ها به شمار می رفت، در حال مبارزه بود. زرتشت به پیروان خود سفارش می کرد که به منظور یاری اهورا مزدا، پندار نیک، گفتار نیک و کردار نیک را سرمشق زندگی خود قرار دهند.
در دوره ساسانیان دین رسمی چه دینی بود؟,دین زرتشتی
در دوره ساسانیان دین رسمی کشور چه بود و علاوه بر آن پیروان کدام دین ها در ایران زندگی می کردند؟,در دوره ساسانیان، اگرچه اغلب مردم دین زرتشتی داشتند و حکومت از آن دین پشتیبانی می کرد، اما پیروان دین های مسیحی، یهودی، بودایی و مانوی نیز در ایران زندگی می کردند. در این دوره، موبدان زرتشتی با رواج و گسترش دین های دیگر در ایران مخالف بودند و نسبت به پیروان سایر ادیان سخت گیری می کردند. در دوره ساسانیان دین زرتشتی، دین رسمی کشور اعلام شد.
غذای مردم ایران باستان چه بود؟ و تغذیه ایرانیان باستان علاوه بر نان چه بوده است؟,آسیاب های آبی را ابداع کرده بودند.
روغن زیتون و ادویه از چه مناطقی وارد ایران شد؟,روغن زیتون از یونان و ادویه از هندوستان
آداب غذا خوردن ایرانیان باستان چه بوده است؟,سخن نگفتن هنگام غذا خوردن – شستن دست ها قبل و بعد از غذا خوردن – خواندن دعای نان در ابتدا و پایان غذا
پوشاک اصلی مردم باستان چه بوده است؟,شلوار و بالاپوش های آستین دار و کلاه نمدی
ایرانیان باستان بیشتر از چه ظروفی استفاده می کردند؟,ظروف فلزی
ما چگونه از نوع پوشاک و ابزارها و تولیدات مردمان ایران باستان مطلع شده ایم؟,بیشتر آنچه که ما از پوشاک مردم آن دوره می دانیم مربوط به مجسمه ها و نقاشی ها یا تصاویری به جا مانده از آن دوره است که بر روی سنگ ها، ظروف یا سکه ها نقش بسته اند. باستان شناسان نمونه هایی از وسایل و ابزار تولید پوشاک مربوط به ایران باستان را نیز کشف کرده اند.
مردان و زنان ایران باستان نسبت به پوشش بدن چه اعتقادی داشتند؟,مردان و زنان ایران باستان در مقایسه با مردم سایر تمدن های هم عصر خود، به پوشش بدن اهمیت می دادند و از برهنگی اجتناب می کردند. و برهنگی و بی بند و باری را نشانه اهریمن می دانستند.
