Question,Answer
a) name some animals from the group of lizards.,"they feed on insects. therefore, they play a role in controlling the insect population."
what are the characteristics of crocodiles?,"they have a large size and low mobility and live in shallow waters.
its eyes are located above the nostrils on a long snout. this situation makes them swim in the water without being seen. crocodile is an example of crocodile that exists in iran."
what are the characteristics of birds?,"their body is covered with feathers. the front movement organ has become wings in them. in order to be able to fly, they have characteristics such as solid and hollow bones, a spindle-shaped body, and lack of a bladder. next to the lungs of birds, there are bags called air sacs, which increase the efficiency of the lungs in absorbing oxygen."
on what basis are the feathers of birds grouped? name the types of feathers.,"feathers are classified into three groups based on their shape and pattern: down feathers, downy feathers, and king feathers."
on what basis are birds grouped?,birds are classified according to the shape of their beaks and legs. the shape of the beak shows what the bird eats and the shape of its legs shows where the bird lives.
what role do birds play in our lives?,"we use the meat and eggs of birds such as chicken, duck and goose as food. the sound of many birds like canaries and nightingales in nature is enjoyable for us. some birds help farmers by eating insects and weed seeds. at the same time, the attack of birds on agricultural products and livestock is also one of their disadvantages."
what are the characteristics of mammals?,"mammals are vertebrates that have mammary glands. the mammary gland is an organ that produces a nutritious liquid called milk. mammals are found everywhere on the planet, in water, land and even underground. their body is covered with hair or wool, which is a good insulator to maintain their body temperature.
babies of fishes, amphibians and... they grow and develop inside the egg and after the end of the embryonic period, they come out of it, but the baby of most mammals passes its embryonic period inside the mother's body and feeds from the mother's body to grow.
the general structure of the internal organs of mammals is almost similar to other vertebrates, except that it is more complex. especially in the nervous system, the areas related to intelligence, memory and muscle coordination are highly developed."
on what basis are mammals classified and into what groups?,"mammals are very different from each other.
one of these differences is how embryos and babies are reared, and based on this, mammals are divided into three groups: oviparous, marsupial, and placental."
platypus (duck beak) is a member of which group and what are its characteristics?,"it is an egg-laying mammal that swims well in water and builds a nest by the water. after hatching, the baby feeds on mother's milk."
kangaroo is a member of which group and what are its characteristics?,"it is a marsupial mammal whose baby is born prematurely. after birth, the baby crawls into the pouch on the mother's stomach where the mammary glands are located. the baby feeds on mother's milk until the stages of growth and development are completed."
most of the mammals that live on the planet belong to the ……… group.,paired
what organ is the placenta?,the placenta is an organ that is created in the womb and takes nutrients and oxygen from the mother's blood and gives it to the blood vessels of the umbilical cord.
on what basis and in what groups are placental mammals grouped?,"based on their diet, they are classified into three groups: herbivores, carnivores, and omnivores."
what is the importance and role of mammals in nature and our lives?,"man uses many mammals to prepare food, provide clothes, ride and carry loads. some mammals, such as hyenas and jackals, play a role in cleaning nature by eating animal carcasses. by doing this, they prevent the spread of diseases and environmental pollution. the presence of boars and bears in the forest has benefits. carnivores such as wolves and cheetahs play an effective role in preventing infectious diseases and the survival of smart and strong animals by chasing and hunting old and weak animals. squirrels and hamsters store some seeds and forest fruits under the ground in the right seasons. many of them grow in the spring and give rise to new plants in the forests. in the same way, the presence of iranian squirrels is important in preserving the oak forests of the zagros slopes."
define ecosystems?,the living and non-living factors of the environment and the effects they have on each other create a system called the ecosystem.
name the types of ecosystems?,"1- dryness
2- blue
3- blue-dry"
"zarivar lake is a part of the ecosystem of …….. 
 a) land and water 
b) blue","option b is zarivar lake, a component of the water ecosystem."
aquatic ecosystems such as: …….. (khuzestan province),shadgan lagoon
"regardless of the type and size of ecosystems, two important processes …….. and …….. happen in it.",energy transfer - material cycle
"the communication of living organisms with each other is mostly due to ……..
1. material and energy requirement. 2. energy consumption. 3. collective preservation. 4. food requirement",option 1
it is called nutritional relationship between several organisms that exist from producer to consumer.,food chain
define manufacturers?,organisms that convert minerals into organic substances are called producers.
the first food chain is …….. which transforms …….. materials into …….. materials by carrying out photosynthesis.,producers - mineral - organic
…….. they get the energy they need from minerals and sunlight such as …….. and ……..,producers - plants - some starters (algae)
define food web?,the connection between several food chains in an ecosystem is called a food web.
"in addition to plants... (algae, animals) are also producers and can be considered part of the food chain.",algae
"in each pyramid, about …….. percentage of the total matter and energy is transferred to a higher level.",ten
consumers are classified into two groups: …….. and ……..,vegetarians - carnivores
"in the pyramid of matter and energy, from the base to the top, the number of living beings is found.",decrease
"omnivorous animals like humans can be considered as which link of the food chain?
1 first or second ring
2 second ring or later
3 all links of the food chain
4. at the same time, the second or third ring",option 2- omnivorous humans and animals are considered herbivores while eating plants and carnivores while eating meat.
decomposers are in which group of the food chain and what is their task?,"consumers – conversion of organic materials into inorganic materials such as carbon dioxide, water and sulfur gases"
…….. and …….. play an important role in the decomposition of living organisms. p. 158,bacteria - snails
where do decomposers get their energy from? name two of these organisms?,"decomposers get their energy from the remains of other organisms, such as fungi and bacteria."
"in a food chain, which of the living organisms is directly related to the rest of the living organisms in the chain?
1. producers. 2. first consumers. 3. second consumers. 4. decomposers",option 4. decomposers feed on the bodies of all other organisms.
name three types of communication between organisms in each ecosystem.,1- coexistence 2- hunt and hunter 3- competition
"the symbiotic relationship itself consists of three types: …….., …….. and ……..",companionship - companionship - parasitism
define cooperation?,a kind of symbiotic relationship where both beings benefit from each other.
a relationship in which both entities benefit from each other is called,cooperation
define companionship?,a kind of symbiotic relationship where one of the organisms benefits and the other neither benefits nor suffers.
what is a parasite?,an organism that lives inside or on the host's body is called a parasite.
define parasite?,"food relationship between two animals, one of which benefits and the other suffers."
the human relationship with the cow pumpkin worm is of the …….. type.,parasitic
the relationship between a bee and a flower is a type of relationship.,cooperation
"a variety of insects play a role in pollination of flowers, but why is it said that the role of bees is the most important?",because it has a specific action and they pollinate certain flowers and at the same time they do this work in groups.
33 flowers and stones is a creature that was born from the coexistence of …….. and ……..,mushroom - algae
what kind of animals is made up of rock and what is the function of each of them?,"algae - photosynthesis (carbohydrate production)
fungi - supply of minerals"
what is the role of mudstones?,"a: they cause the formation of soil from rocks.
b: colored and medicinal substances are extracted from them.
a: they form part of the food of animals such as deer."
"some mudstones are sensitive to polluted air and die, so the death of mudstones may be a reason for...",air pollution
"write the type of food relationship in the following cases?
a) bee and flower",cooperation
"in which food relationship does at least one party benefit?
1 sympathy 2 sympathy 3 parasitism 4 all cases",option 4- at least one person benefits in all food relationships.
"which two relationships are more similar to each other?
1 companionship and parasitism
 2 companionship and cooperation 
3 cooperation and competition
 4 parasitic and fishing",option 4
"which food relationship is different from others?
1 pebble
2 puffer fish and shark
3 bees and flowers
4 cleaning shrimp and snake fish","option 2- the food relationship in gorsang, cleaning shrimp and snake fish, bee and flower is mutualistic, while pufferfish and shark have a mutualistic relationship."
write what you know about the relationship between hunter and hunter (fisherman)?,"- the food of an animal is obtained from the killing of another animal.
- only the fisherman benefits.
- the catch is lost.
- it is mostly related to carnivorous animals."
sea anemone is a hunter…….. and a lion is a hunter……..,resident - moving
the number of organisms that can live in an ecosystem depends on the number of animals that are hunted.,hunters
how is the number of hunters living in an ecosystem related to the number of prey?,"the more the hunt, the more the number of hunters and vice versa."
define camouflage?,"some animals are placed in a place or turn into a color that is difficult to distinguish from the background, for this reason they remain hidden from the eyes of the hunter or the hunter, this act is called camouflage."
…….. it means that the prey is placed in a place where it is difficult to recognize it in the field in order to hide from the hunter.,camouflage
name an organism that has unconscious competition.,common fox and blind snake
…….. it is created when organisms have similar needs and meet their needs from common resources.,competition
define competition?,a relationship that occurs between animals with similar needs.
"if two types of people have common needs, there will be competition between two types of people. (p. g.)",right
sometimes the division of hunting time makes the competition between two animal species...,less
"according to the diagram, explain about the non-pathogenic bacteria that were fed to the chickens and then the harmful bacteria were transferred to them?",the chickens that ate the beneficial bacteria were less likely to get the disease produced by the harmful bacteria because the beneficial bacteria in the body of these chickens were more victorious in the competition with the harmful bacteria.
define biodiversity?,biodiversity means the variety of species of organisms and the environment in which these organisms live.
"today, the most important risk for the reduction of biodiversity is ……..",human activity
what is the biggest cause of extinction or reduction of living species today?,human activities
when they say that an animal has become... it means that there is no living person of that species in nature.,extinct
…….. an example of an extinct iranian animal.,tiger of mazandaran
write four cases of human use of nature with knowledge of ecosystems?,"1- making all kinds of medicines from forest plants
2- making antibiotics that are obtained from mushrooms
3- using shoes to eat pests
4- using spider web and making materials"
"although the spider's web is made of …….., it has several times the strength of steel.",protein
what is the meaning of ecosystem?,"the living and non-living factors of the environment and the effects they create create a system called ecosystems. such as: gardens, aquariums and pots with plants"
name the types of ecosystems.,"1- terrestrial ecosystems such as: golestan forest
2- aquatic ecosystems such as: zarivar lake
3- terrestrial-aquatic ecosystems such as: shadgan wetland"
"in all ecosystems, two important processes ... ... and ... ... happen.",energy transfer - material cycle
in what things does energy transfer occur in ecosystems?,in food chains and networks
what components does the food chain consist of? explain,"every food chain consists of a number of organisms. the first link of every food chain is an organism that makes organic substances from minerals. such organisms are called producers. the next links of the food chain are the organisms that do not have this ability and are called consumers. consumers are dependent on the producing organisms, because they obtain the required material and energy from them"
what is meant by food networks?,food chains in an ecosystem are connected to each other and form a food web.
does all matter and energy in one level reach the next level? explain,"all the material that the plant has made using the energy of the sun does not reach the last consumer, but at each level some of the material and as a result its energy is reduced. only about 10% of matter and energy is transferred from one level to the next. they show the decrease in the amount of matter and energy in the ecosystem in the form of a pyramid."
decomposing organisms have a role in the ecosystem? give some examples of decomposing organisms.,"a variety of fungi and bacteria play an important role in the decomposition of animal remains. decomposers get their energy from the remains of other organisms. they decompose organic molecules to the extent of forming their components such as carbon dioxide, water and sulfurous and nitrogenous gases and cause these materials to return to the soil, water and air."
"in the ecosystem, there are three types of communication between living things, name them.",1- coexistence 2- hunt and hunter 3- competition
explain the symbiotic relationship.,"this type of communication exists in three forms: cooperation, cooperation and parasitism.
companionship: in companionship, one living thing benefits while the other living thing does not benefit or suffer.
cooperation: in cooperation, both organisms benefit
parasitism: in a parasitic relationship, the host suffers, but the organism that lives inside or on the host's body and is called a parasite benefits."
11a) what kind of organism is lichen and what are the relationships established in it?,"lichens cause the formation of soil from stones, colored and medicinal substances are extracted from lichens. they form part of the food of animals such as deer."
explain the relationship between the hunter and the prey.,hunting is one of the ways of providing food in carnivorous animals. some predatory animals run after prey. but an animal like sea anemone is fixed in its place.
what is meant by camouflage in animals?,"some animals are placed in a place where it is difficult to distinguish them from the background, this is called camouflage. and the reason for this is to stay hidden from the sight of the hunter."
explain the competitive relationship.,"competition occurs when organisms have similar needs. birds usually compete for food, water and living space. sometimes the competition becomes so fierce that two animals fight."
how is the competition between organisms reduced? explain with an example.,"the food of the owl and the hawk is the same. both feed on small rodents. but the owl hunts at night and the hawk during the day, so the division of hunting time reduces the competition between these two species."
what is meant by biodiversity?,"biodiversity means the variety of species of organisms and the environment in which these organisms live. the greater the number of living species in the environment, the greater the biodiversity of that environment. for example, an environment where 30 species live has more biodiversity than an environment with 20 species."
biodiversity in a region depends on what factor?,"living things have different needs and live in habitats with different climates, so the diversity of the environment means providing suitable habitats for different types of living things. based on this, due to the existence of diverse environments in iran, our country is one of the countries that has a lot of biological diversity."
what factors destroy living species and reduce biodiversity?,"during the life of the earth, different natural factors such as glaciers or meteorites have caused the loss of species and thus reduced biodiversity, but today human activities are the most important risk for reducing biodiversity and causing the extinction of animal and plant species. when we say that a species is extinct, it means that there are no living individuals of that species in nature. mazandarani tiger is an example of extinct animals."
what is the importance of biodiversity for humans?,"nowadays, many medicines are extracted from living things, for example, antibiotics are obtained from mushrooms. the raw material of several hundred types of medicine is obtained from rainforests. insects like ladybugs help to preserve plants by eating pests. animals, especially insects, play a role in pollination of many plants. also, living things and activities are the topics of interest to engineers. for example, the characteristics of spider webs are of interest to engineers who want to produce materials with the endurance, flexibility and lightness of spider webs to be used in different devices. although the spider web is protein, it has several times the strength of steel"
1. how many planets does the solar system have?,"has eight planets
the four planets closest to the sun have a rocky and solid surface, they are called the inner planets, and the four planets further away are formed from gas, they are called the outer planets."
2. how long have scientists estimated the life of the earth and the solar system?,about four and a half billion years
3. name the inner planets of the solar system?,venus of the earth tir bahram or mars
4. in which galaxy is the sun star located?,milky way galaxy
5. what is the area of ​​the land?,"510 million square kilometers and is covered by land, i.e. continents and waters."
6. what does the location of a phenomenon mean?,it means its exact location on the planet
7. how can you find out where a phenomenon is located on earth?,from hypothetical lines and divisions
8. what is the equator?,"at an equal distance from the north and south poles, a great circle divides the earth into two equal parts."
9. what is a circuit?,hypothetical circles parallel to the equator in both hemispheres are called orbits.
10. how many degrees is the equator?,zero degree
11. between how many degrees north and south are the orbits graded?,between 0 and 90 degrees north and south
12. what is the meridian?,they are hypothetical semicircles that are stretched from the north pole to the south and have equal length.
13. the meridian that passes through greenwich observatory is called?,origin meridian
14. how many parts does the origin meridian divide the earth into?,"into two equal parts, east and west"
15. how many degrees is the prime meridian and how is it graded?,"the origin meridian is zero degrees
and it is from 0 to 180 degrees east and west."
16. what is the reason for grading the meridians to 180 degrees east and west?,because the circumference of the earth is 360 degrees.
17. what are geographic coordinates?,"every point on the globe is located on an orbit and a meridian, which are called the geographic coordinates of that point."
18. what is longitude?,the distance of any place from the origin meridian is called in degrees of longitude.
19. what is latitude?,the distance of any place from the equator is called in degrees of latitude.
20. geographical directions are shown with what sign?,"northn
souths
eastern e
maghreb w"
explain the solar system.,the solar system consists of a star called the sun and numerous celestial bodies that orbit around it. the sun is at the center of the solar system and is the main source of life on earth.
how many planets does the solar system have? explain,"the solar system has 8 planets. the four planets closest to the sun, which have a solid surface, are called the ""inner planets"" and the other four planets, which are composed of different gases, are called the ""outer planets."""
how many years have scientists estimated the life of the earth and the solar system?,about 4.5 billion years
in which galaxy is the star of the sun?,milky way galaxy
what is the area of ​​the earth? and what is its surface covered with?,510 million square kilometers and is covered by land (continents) and waters.
what does the location of a phenomenon mean?,it means its exact location on the planet.
how to find out exactly where a phenomenon is located on earth?,from hypothetical lines and divisions
what is the equator?,"at an equal distance from the north and south poles, we can imagine a big circle around the earth. this great circle is called the equator."
what is a circuit?,"the circles that are drawn parallel to the equator in each hemisphere, which are called medas. these circles get smaller as we approach your pole or the south pole."
what is the meridian?,there are hypothetical semicircles that stretch from the north pole to the south pole and have equal length.
what is the reason for grading the meridians to 180 degrees east and west?,because the circumference of the earth is 360 degrees.
what are geographic coordinates?,"every point on the globe is located on an orbit and a certain meridian, which are called the geographic coordinates of that point."
what is longitude?,the distance of that place from the origin meridian is called in terms of degrees of longitude (between zero and 180 degrees east and zero and 180 degrees west).
what is latitude?,the distance of that place from the equator is called in degrees of latitude (between zero and 90 degrees north and zero and 90 degrees south).
what symbols are used to write longitude and latitude?,"abbreviations n (north), s (south), e (east) and w (west) are used."
name the basic means of determining location and direction.,"using stars and astrolabe, preparing a basic map and then using a compass"
"for navigation operations, satellites are used to determine positions.",true ( ✅ ) false ( × )
what is satellite navigation?,it is a new method in which several satellites are used to provide the position and direction of the satellite and the path of movement. the basis of the work of such systems is based on radio waves that are exchanged between satellites and different receivers.
define the motion of the earth.,"earth rotates around its axis every 24 hours, which is called orbital motion."
what is meant by the apparent movement of the sun?,"every day we see the sun rising in the sky. at noon, the sun is almost above our head, and in the evening, it gradually moves towards the west and sets in that direction. this displacement or movement of the sun in the sky,
the movement is apparent."
does the sun move during apparent motion? why,"no, in fact, the sun does not move, but the earth rotates, and different parts of the globe are successively in front of the sun."
what is the result of the motion of the earth?,emergence of night and day and time difference.
what are the differences between real time and official time?,"the real time is based on the position of the sun in the sky and cannot be used in daily life, but the official time is the same for the entire country."
what is real time basis?,the position of the sun in the sky
why do we use the official clock?,"to prevent inconsistencies in setting appointments, opening and closing times of offices and shops, and schedules of trains and planes."
how did official time come about?,"in the 19th century, countries at an international summit agreed to use official clocks instead of actual clocks."
what is the official time in china?,"because the country of china is vast, it has several official clocks, and the people of this country, whenever they travel from east to west or vice versa, have to move their clocks forward or backward."
define translational motion?,"at the same time that the earth rotates around its axis, it also revolves around the sun. one complete revolution of the earth around the sun takes one year, which is called transitive motion."
what is the shape of the earth's orbit and how fast does the earth travel this path?,it is oval in shape and the earth travels this path with an average speed of 30 kilometers per second.
what is the difference between official year and leap year?,"the actual duration of a complete revolution of the earth around the sun is 365 days and 6 hours, but in calendars, the year is considered to be 365 days. a 365-day year is an official year that is 6 hours shorter than a solar year. to compensate for the deficit of 6 hours, one day is added to the official year every 4 years (24 hours = 6 x 4). a year of 366 days is called a leap year."
why does the angle of sunlight change throughout the year?,because the axis of the poles is inclined to the surface of the earth's translational orbit.
what is the result of the axis of the poles being inclined?,"the angle of the sun changes throughout the year, and during a year, the earth is in different positions in front of the sun. the length of day and night becomes unequal and different seasons arise."
write the results of translational motion?,the inequality of night and day - the origin of the seasons
explain the summer solstice?,"on the first of july, the sun in the northern hemisphere shines vertically into the orbit of the cancer vertex. on the first of july in the northern hemisphere, a wider area of ​​the earth is exposed to sunlight. as a result, days are longer than nights. at this time, the longest day in this hemisphere is called the summer solstice."
what is the winter solstice?,"on the 1st of january, the sun shines vertically into the orbit of ras al-jadi in the southern hemisphere. on the first of january, in the northern hemisphere, a smaller part of the globe receives the sun's rays and the days are shorter than the nights. as a result, in the northern hemisphere, december 1st is the shortest day of the year, which is called the winter solstice."
what are moderates?,"at two times of the year, i.e. the first spring and the first fall, the length of day and night are equal, that is, the path traveled by the light area of ​​the earth is equal to the path of the dark area. these two times are called moderates."
why is the length of night and day always equal near the equator?,"because in the areas near the equator, the path traveled in both dark and light areas is always the same, and as a result, the length of day and night is always equal."
1. how many parts does the planet earth consist of?,"from 4 parts
stone sphere - water sphere - air sphere - biosphere"
2. define the following words.,"lithosphere or lithosphere: the outer part of the earth or the crust, which is solid and consists of rock and soil.
earth's water or hydrosphere: includes oceans, seas, lakes, rivers, and other surface waters, underground waters, glaciers, and precipitation.
atmosphere: it includes gases that surround the earth
biosphere or biosphere: the three environments of the rock sphere, the water sphere, and the air sphere together make the planet earth suitable for human life and other living beings, i.e. the biosphere."
3. what is the outer part of the earth called?,spherical rock or lithosphere
4. what are the gases around the earth called?,atmosphere or atmosphere
5. human life and other living beings are related to which environment?,biosphere or biosphere
"6. what does the biosphere need for life in each of the three parts of the globe, water and the atmosphere? answer to activity 1",water is the main form of earth and the continuation of life. air is for breathing and the continuation of life of plants and animals. rock is also the place where plants grow.
7. the land area of ​​the earth is …………,low
8. about 71% of the earth's surface is made up of water.,right
9. which hemisphere's waters are larger?,southern hemisphere
10. name the big continents of the earth?,"asia, europe, africa, america, australia and oceania"
11. what is the land surface made of?,"the land surface is not flat and consists of plateaus, mountains, hills, plains and plains."
12. what is meant by roughness?,the lows and highs of the earth's surface are called roughness.
13. in which places are wide plains formed?,by the seas or along the big rivers
14. what is a plateau?,relatively flat but high lands that lead to low and low lands from around.
15. what is the name of the highest plateau in the world?,tibetan plateau
16. what are the characteristics of very high mountains?,"very high mountains are among young ruggedness, the slopes of these mountains are steep and the valleys between them are narrow and v-shaped."
17. what are the characteristics of low mountains?,"in the low mountains, with the passage of time and erosion, the peaks have become dome-shaped and the slope of the slopes is gentle. these mountains and open valleys are u-shaped."
18. compare young bumps with old bumps.,"very high mountains are among the young unevenness, the slopes of these mountains have a steep slope, and the valleys between them are narrow in the shape of v.
in the low mountains, with the passage of time and erosion, the peaks have become dome-shaped, the slope of the slopes is gentle, and the valleys are u-shaped."
20. has the face of the earth been like this from the beginning?,"no, the face of the earth was not the same as it is today in millions of years ago. the unevenness of the world has emerged over millions of years and has changed shape over time."
21. the factors of shape change and the appearance of unevenness are divided into several categories,"into two categories, natural factors and human factors"
"22. according to the pictures, explain how the impact of human activity on the roughness and the natural environment is in each one? activity 4 page 20","some parts of lake urmia have been changed to use food items such as salt
destroying mountains and plains to exploit its mineral resources
in order to use water and store it, it has turned to creating dams in the mountains
the mountains have been carved into steps to be used for agriculture
it has built tunnels and roads for its easy passage
he has destroyed forests by cutting trees to build villages."
"23. does today's man adapt most of his life to the unevenness of the earth, or on the contrary, does he change the unevenness for his purposes, or both? activity 5 page 20",both
24. has the level of human manipulation and interference in natural environments increased or decreased compared to the past? why?,"it has become more due to population growth, increase in vehicles, having advanced facilities and tools to have a prosperous and easy life."
how many environments does planet earth consist of? name it.,"four environments: rock (lithosphere), water (hydrosphere), air (atmosphere) and biosphere (biosphere)"
"define the following terms.
spherical rock (lithosphere):","three environments (rock, water, and air) together make the planet earth suitable for human life and other living beings, i.e. biosphere."
which hemisphere has the most water?,southern hemisphere
name the large landmasses of the earth.,"asia, europe, africa, america, australia and oceania"
what is the land surface made of?,"the land surface is not flat and consists of plateaus, mountains, hills, plains and plains."
where are the wide plains formed?,by the seas or along the big rivers.
what is a plateau?,there are relatively flat but high lands that lead to low and low lands from around.
what are the characteristics of very high mountains?,very high mountains are part of young ruggedness. the slopes of these mountains are steep and the valleys between them are narrow and v-shaped.
what are the characteristics of low mountains?,"in low mountains, with the passage of time and erosion, the peaks have become dome-shaped and the slope of the slopes is gentle. these mountains have open u-shaped valleys."
is the face of the earth like this from the beginning?,the face of the earth millions of years ago was not the same as it is today. the unevenness of the world has arisen over millions of years and has changed shape over time.
how many categories are the factors that change the shape and create unevenness?,into two categories: natural factors and human factors.
why does man change the face of the unevenness?,to meet your needs and exploit the natural environment.
1. what does butter water include?,"it includes all the waters of the earth, i.e. oceans, seas, lakes, rivers, etc."
2. name the large group of waters?,"pacific ocean, atlantic ocean, indian ocean, arctic ocean, southern arctic ocean"
3. explain about the pacific ocean?,"the pacific ocean is the widest ocean on the planet, its area is 100 times larger than iran. this ocean is also the deepest ocean in the world. the mariana trench is 11,000 meters deep in this ocean."
4. what is the name of the deepest place in the world and where is it located?,it is called the mariana trench and is near the philippine archipelago in the pacific ocean
5. what is the name of the deepest ocean in the world?,pacific ocean
6. for what reasons are scientific explorations about the oceans and their bed difficult?,the cause of high water pressure is darkness and low temperature in deep water
"7. the floor of the oceans and seas, like the surface of the land, has many unevennesses.",right
8. name the roughness of the oceans?,"continental plateau, continental slope, oceanic crust, oceanic plain, oceanic trough and island"
9. define continental shelf.,"in the places where the oceans are in contact with the land, there are often shallow areas with a depth of less than 200 meters, which are called continental plateaus or land porches."
10. how important is the continental shelf?,it is important due to the presence of abundant oil and gas resources and fishing islands.
11. which areas are important in terms of oil and gas and fishing islands?,continental plateau
12. what is the continental slope?,"after the continental plateau, the slope suddenly increases and continues to a depth of 2000 to 5000 meters, this section is called the continental slope."
13. how are the water movements of seas and oceans?,in the form of tidal waves and sea currents
14. how important is the meeting place of cold and warm sea currents?,"these areas are one of the most important fishing areas in the world, such as newfoundland in america"
15. why is traveling to the depths of the oceans more difficult than climbing the peaks? activity 2,"due to the high pressure of water, darkness, lack of equipment and the fact that moving in water is more difficult than moving in air."
16. name the benefits of oceans?,"oceans are one of the important sources of food supply for humans, these water areas provide the possibility of low-cost transportation of millions of tons of cargo with ships. oceans are also indirectly a source of fresh water supply for the inhabitants of the world."
17. what problems are the oceans facing? two things,"millions of tons of toxic industrial waste are dumped into the oceans every year
some countries use the method of burying nuclear waste in the deep oceans"
18. what is the structure of the atmosphere?,the atmosphere is a layer of gas that surrounds the planet from the surface of the earth to a height of about three thousand kilometers.
19. what gases does the atmosphere consist of?,"a mixture of different gases, nitrogen 78% oxygen 21% and other gases such as carbon dioxide and water vapor"
20. what is true poster or wordspace?,"the lowest layer that is close to the earth's surface is called the atmosphere, the formation of clouds and many weather changes take place in this layer."
21. clouds are formed in which layer?,wordspehr
22. which gas is more in the atmosphere?,nitrogen
23. what kind of climate is there in each of the following regions?,"the great sahara of africa has a very hot and dry climate
the northern coast of africa has a mediterranean climate"
24. name the factors affecting the world's climate?,"sun angle and latitude
distance and proximity to oceans and seas
height above the ground
air pressure and wind flow"
"25. what are the factors affecting the world's climate, the sun's radiation angle and latitude?","lands near the equator receive the sun's vertical rays, but as we move from the equator to the poles, the sun's rays become more oblique, as a result, less heat reaches the earth."
26. how many regions are formed from the sun not shining evenly on the surface of the earth?,"the hot zone is on both sides with the orbit of ras al-karam and ras al-jadi
northern and southern temperate zone
cold region near the poles"
"27. as we move from the equator to higher latitudes, the air temperature... finds",decrease
28. which regions have the lowest average annual temperature?,poles
29. how does distance and proximity to oceans and seas affect the weather?,"lands heat up faster than water and lose their masses faster, but they store more of our energy than land, that's why oceans and seas moderate the temperature of their neighboring areas in winter and summer, and heat and cold they reduce the areas."
30. why do oceans and seas moderate their neighboring areas in winter and summer?,"because land heats up faster than water and loses heat faster, water stores more heat than land."
31. what is the role of hot and cold sea currents in the climate of countries?,"the passage of warm sea currents by the countries causes the coldness of the air to decrease in winter, on the contrary, the passage of cold water currents causes severe cold on the sides, like the greenland cold water current passes the sides of canada."
32. are there climate changes in the stratosphere?,"the higher we go above the surface of the earth, the air temperature decreases by 6 degrees celsius for every 1000 meters, so the air temperature is lower in the high areas and on top of the peaks and mountains."
33. how does altitude affect the climate of an area?,"the higher we go above the earth's surface, the air temperature decreases, and the altitudes can prevent the penetration of moist masses to the other areas, such as the himalayan mountain range in northern india or the alborz in iran, the altitudes also change the direction of the winds."
34. how many degrees does the temperature decrease for every 1000 meters of altitude?,6 degrees celsius
35. air is heavy like all gases and affects everything.,pressure
36. air pressure is measured with ……………..devices.,pressure gauge
37. how is wind formed?,"air always flows from a place of higher pressure to a place of lower pressure, thus creating wind."
38. how is the general air circulation and climate changes in different regions?,dispersion of pressure centers is one of the important factors of general air flow and climate changes in different regions.
"39. according to scientists, what has been one of the important causes of temperature increase in the past three years?",the increase in the number of cars and the increase in industrial activities that use fossil fuels cause air pollution and an increase in greenhouse gases in the atmosphere.
40. what are the unpleasant consequences of global warming?,"melting of ice, rising sea water, flooding of coastal areas and islands, increasing and prolonging drought periods in hot and dry areas, increasing floods."
41. why mountain climbers may face breathing problems at high altitudes. activity 8 a,"because as you move away from the surface of the earth, the amount of gravity decreases, so the air pressure is low at high altitudes."
activity 8 part b,cause of change in air pressure at high altitude
what does the water of korea (hydrosphere) include?,"it includes all the waters of the earth, i.e. oceans, seas, lakes, rivers, etc."
name the five largest bodies of water in the world.,"pacific ocean, atlantic ocean, indian ocean, arctic ocean and arctic ocean"
explain about the pacific ocean?,"the pacific ocean is the widest ocean on the planet, its area is 155 times that of iran, this ocean is also the deepest ocean in the world, the deepest point of the world's waters is located in this ocean."
for what reasons are scientific explorations about the oceans and their bed difficult?,"due to high water pressure, darkness and low temperature in deep water."
name the roughness of the oceans?,"continental plateau, continental slope, oceanic crust, oceanic plain, oceanic trough and island."
define the continental shelf?,"in the places where the oceans are in contact with the land, there is often a shallow area with a depth of less than 200 meters, which is called the continental shelf."
in what sense is the continental shelf important?,it is very important due to the presence of rich oil and gas resources and fishing islands.
what is the continental slope?,"after the continental plateau, the slope suddenly increases, this part is called the continental slope."
how are the water movements of seas and oceans?,"in the form of waves, tides and sea currents"
how important is the meeting place of cold and warm sea currents?,they are one of the most important fishing areas in the world.
write the benefits of oceans?,oceans are one of the most important sources of food for humans. these water areas provided the possibility of less expensive transportation of millions of tons of cargo by ships. oceans are also an indirect source of fresh water for the world's inhabitants.
what is the structure of the atmosphere?,the atmosphere is a layer of gas that surrounds the planet from the surface of the earth to a height of about 3000 km.
what gases does the atmosphere consist of?,"it is a mixture of different gases, nitrogen (78%), oxygen (21%) and other gases such as carbon dioxide and water vapor."
what is the troposphere?,"the lowest layer, which is close to the earth's surface, is called the troposphere. the formation of clouds and many weather changes take place in this layer."
what type of climate is there in each of the following regions?,"the great sahara of africa: very hot and dry climate, the northern coast of africa: mediterranean climate"
name the factors affecting the world's climate?,"1- angle of sun radiation and latitude
2- distance and proximity to oceans and seas
3- height above the ground
4- air pressure and wind flow"
"explain the factors affecting the world's climate, the sun's radiation angle and latitude?","lands near the equator receive the sun's vertical rays, but as we move from the equator to the poles, the sun's rays become more oblique. as a result, less heat reaches the ground."
how many regions arise from the sun not shining evenly on the surface of the earth?,"1- the warm zone on both sides of the equator up to the orbit of ras al-karam and ras al-jadi.
2- northern and southern temperate region.
3- cold region near the poles."
