Question,Answer
does man have the right to overuse nature?,"no, man is not the only living being on earth, other living beings also have the right to live and are god's creation like man. humans can exploit nature only to the extent that they meet their needs, and they do not have the right to destroy species due to excessive consumption or profit seeking."
how is the protected area?,it may be forest or pasture or plain and mountain.
name two protected areas.,arjan plain - mangrove forest area - ashtrankuh
how does the destruction of some animal species cause the destruction of animals?,"when some species of a habitat are destroyed, the food of some other species becomes less and that species also starts to decline, as a result the balance of life there is disturbed."
what is the most important task of the environmental protection organization?,the most important task of the environmental protection organization is to take care of the country's natural habitats and prevent their destruction and pollution.
what is the most important job in the environmental protection organization?,environment protection
where is the mangrove forest area?,in the waters of the persian gulf
where is arjan plain?,fars
where is ashtrankoh?,lorestan
what is meant by protected area?,the environmental protection organization declares some areas of the country where the preservation and propagation of animal or plant generations are particularly important as protected areas. this area may be forest or pasture or plain and mountain.
mention some of iran's protected areas.,"the area of ​​mangrove forests in the waters of the persian gulf, the arjan plain in fars, and ashtrankoh in lorestan are among the protected areas of our country."
write some regulations of protected areas.,"hunting, fishing or cutting trees and destroying plants is prohibited in this area."
what does article 50 of the constitution suggest?,"in the islamic republic of iran, protecting the environment, in which today's generation and future generations should have a growing life, is considered a public duty and..."
"how does the balance of nature get disturbed?
a) by destroying forest trees
b) by drawing roads and building houses and cities
c) by destroying animals
d) by destroying forest trees and animals",d) by destroying forest trees and animals
"which of the duties of the ranger is not?
a) propagation and production of different plant species
b) implementation of environmental laws and regulations in a region
c) visiting the area under his supervision
d) identifying factors and events that are effective in destroying the environment",a) propagation and production of different plant species
"what is the most important task of the environmental protection organization?
a) caring for the country's natural habitats
b) identification of different plant and animal species
c) preventing destruction and pollution of water
d) taking care of the country's natural habitats and preventing their destruction and pollution",d) taking care of the country's natural habitats and preventing the destruction and pollution of waters
how many people did iran have in 2015?,80 million people
which of iran's neighboring countries is densely populated?,pakistan - turkey
which of iran's neighboring countries is sparsely populated?,armenia - kuwait - bahrain - qatar - united arab emirates - azerbaijan - turkmenistan
how does the population increase?,"if the number of people who are born is more than the number of people who die, the population increases."
how does the population decrease?,"if the number of people born is less than the number of people dying, the population decreases."
how does negative population growth happen?,"in some countries, such as switzerland and denmark, the number of births is less than the number of deaths. this growth is also called negative growth."
how many age groups can the population be divided into?,"group 1: children, adolescents and young people from one to 25 years old
group 2: adults 25 to 65 years old
group 3: elderly over 65 years old"
what problems are created for a country with negative population growth?,"as the birth rate decreases, the young population decreases and the number of elderly people increases, and the society is deprived of young people who can work and contribute to the progress of the country through economic activities and learning science."
what organization is responsible for population census in iran?,iran statistics center
how to get information about population census?,"using the books and publications of iran statistics center, by entering its website, we can get the information we want about the population."
what is meant by population density?,the ratio of people who live in a place is called the population density of that place.
how do you calculate the population density of an area?,"to calculate the population density of an area, the population of that area is divided by its area."
how many people per square kilometer was the population density of our country in 2015?,"equivalent to 1.49 people per square kilometer
the area of ​​parts of dasht kavir and dasht lot has decreased from the total area of ​​the country.
habitable area (1.527.495 million square kilometers)"
what are the effective factors in low or low population density?,"due to the lack of rainfall, hot and dry weather and unfavorable and salty soils, very few people live in the interior areas of iran."
which regions of iran are empty of population?,- lot plain
what are the effective factors in high population density?,"- being the capital of a region like tehran, where many important government organizations, universities, hospitals and industries are concentrated.
- plain areas due to the presence of sufficient rain - plenty of water - mild weather - fertile soil such as: the plains by the sea of ​​mazandaran
- existence of mines and reserves such as oil and gas such as: khuzestan
- foothill areas due to the presence of fertile soil and sufficient rainfall, such as: the foothills of alborz and zagros"
which region is the densest and most populated region of our country?,tehran
"according to the census of 1995, how many million is the population of iran?",80 million people
how does population increase?,"if the number of people born is greater than the number of people dying, the population increases."
name two countries that have had negative population growth.,switzerland and denmark
which of iran's neighboring countries is densely populated?,pakistan - türkiye
which of iran's neighboring countries is sparsely populated?,armenia - kuwait - bahrain - qatar - united arab emirates - azerbaijan - turkmenistan
name the age groups of the population.,"group (1) is the population from one to 25 years of age, which consists of children, teenagers and young adults. group (2) are adults and group (3) are elderly."
how does the population decrease?,"if the number of people being born is less than the number of people dying, the population is decreasing."
why is negative population growth not appropriate?,"the young population decreases and the number of elderly people increases, and the society is deprived of young people who can work."
which institution is responsible for population census?,iran statistics center
how does negative population growth happen?,"in some countries, such as switzerland and denmark, the number of births is less than the number of deaths. this growth is also called negative growth."
what is population density?,the ratio of people who live in a place to the area of ​​that place is called the population density of that place.
what problems are created for a country with negative population growth?,"as the birth rate decreases, the young population decreases and the number of elderly people increases, and the society is deprived of young people who can work and contribute to the development of the country through economic activities and learning science."
what is the reason for low population density in some areas?,"lack of rainfall, hot and dry climate and unfavorable and salty soils"
how to get information about population census?,"in addition to using the books and publications of this center, we can get the information we want about the population by entering its website."
why is tehran crowded?,"because tehran is the capital of the country. many important government organizations, universities, hospitals and industries are located in this city."
how do you calculate the population density of an area?,"to calculate the population density of an area, the population of that area is divided by its area."
why has khuzestan region attracted a large population?,because of having oil and gas resources
how many people per square kilometer was the population density of our country in 2015?,the density of iran in 1995 was 49 people per square kilometer
what are the effective factors in low or low population density?,"due to the lack of rainfall, hot and dry weather and unfavorable and salty soils, very few people live in the interior areas of iran."
which regions of iran are empty of population?,some places like dasht lut and dasht kavir are empty of people.
what are the effective factors in high population density?,"being the capital of a region like tehran, where many important government organizations, universities, hospitals and industries are concentrated.
plain areas due to the presence of sufficient rain, plenty of water, mild weather, fertile soil, such as: the plains by the sea of ​​mazandaran
existence of mines and reserves such as oil and gas such as: khuzestan
foothill areas due to the presence of fertile soil and sufficient rainfall, such as alborz and zagros foothills."
which region is the densest and most populated region of our country?,tehran
a) 75 million b) 80 million c) 70 million d) 85 million,a) 75 million
a) iran and pakistan b) syria and iraq c) denmark and switzerland d) france and england,c) denmark and switzerland
a) children and teenagers b) adults c) young people d) the elderly,b) adults
"where is the most populated and densest area of ​​our country?
a) tehran urban area b) caspian sea plains c) khuzestan region d* alborz foothills",a) tehran urban area
how does man provide the water he needs?,"2- underground waters (wells, springs and aqueducts)"
why is iran facing water shortage?,"mountain ranges like alborz and zagros prevent moisture from penetrating into the interior of iran like a wall. in total, the average annual rainfall in iran is about 230 mm."
where do most of iran's permanent rivers originate?,from alborz and zagros mountains
why are the rivers of iran navigable?,"iran's watery rivers are not navigable because they flow from steep mountain slopes, and only a part of the karun river can be navigable."
what is the amount of water consumption in iran for one person? what is the permissible amount of water consumption?,"the permissible amount of water consumption for a person per day is 150 liters, but in iran, the average consumption per day is 250 to 300 liters."
"in the past, where did people store water? was this water purified?","in the past, in most regions of our country, water was stored in reservoirs. at that time, there was no purified water or plumbing."
why is soil important for humans?,"soil is an important source of food supply, but in addition to food, over the years, humans have used soil to make utensils and living things, roads and houses."
how is soil formed?,"soil is a thin layer of the earth's crust that is formed by the crushing of rocks. soil is formed over a long period of time due to factors such as rocks, water, air temperature, and living organisms of an area."
what is the reason for soil diversity?,each type of soil has specific minerals that make up different types of soil.
in which regions are the fertile soils of our country located? and what is the reason for its fertility?,"in our country, there are fertile soils that have suitable organic and mineral substances in the plains and around the rivers and some mountains."
the soil of which areas of iran is not suitable for agriculture and what is the reason?,"the soil of some central, interior or southern regions of the country is not suitable for agriculture due to the presence of salt or lime in the soil. in these areas, due to dry air and lack of rainfall, soil humus is very low."
what factors cause soil loss?,"- excessive consumption of food and successive cultivation of a crop in the ground and not resting the soil.
- cutting bushes and uprooting trees, which causes the soil to be easily washed away by wind and rain.
- improper and indiscriminate use of chemical fertilizers.
- construction of buildings, roads and factories on arable land.
- burying garbage in the soil."
which organization is responsible for soil protection?,"organization of forests, pastures and watershed management"
"in general, where does the water needed by humans come from?","surface waters of rivers or underground waters of wells, springs and aqueducts"
why is iran facing water shortage?,"mountain ranges such as alborz and zagros prevent the penetration of moisture into the inner parts of iran like a wall. in total, the average annual rainfall in iran is about 230 mm."
where do most of iran's permanent rivers originate?,most of iran's permanent rivers originate from alborz and zagros mountains.
why are the rivers full of water in iran not navigable?,because they flow from steep mountain slopes. they are not navigable and only a part of the karun river can be navigable.
name the catchment area of ​​iranian rivers.,caspian sea catchment - persian gulf catchment and oman sea - internal catchment
which mountain's rivers flow into the caspian sea basin?,alborz mountains
which mountain's rivers flow into the watershed of the persian gulf and the oman sea?,zagros mountains
what is the amount of water consumption in iran for one person? what is the permissible amount of water consumption?,"the permissible amount of water consumption for a person per day is 150 liters, but in iran, the average consumption per day is 250 to 300 liters."
"in the past, where did people store water? was this water purified?","in the past, water was stored in reservoirs in most regions of our country. at that time, there was no purified water or plumbing."
what should we do to reduce water consumption?,don't waste and save water - don't pollute the water.
how to use water correctly?,"for example, do not open the water tap while taking a bath or brushing your teeth. 20 liters of water are consumed on average every minute while taking a shower. always visit and repair water faucets so that they do not leak."
how not to pollute the water?,do not throw garbage into rivers and streams. use less detergents that contain chemical compounds.
why is soil important for humans?,"soil is an important source of food supply. but in addition to food, over the years, humans have used soil to build houses and..."
how is soil formed?,"soil is a thin layer of the earth's crust that is formed by the crushing of rocks. soil is formed over a long time due to factors such as rocks, water, air temperature and living organisms of an area."
what is the reason for soil diversity?,each type of soil has specific minerals that make up different types of soil.
"why are central, eastern or southern regions not suitable for agriculture?","due to the presence of salt or lime in the soil, it is not suitable for agriculture."
what factors cause soil loss?,excessive consumption of food and pdp cultivation of one crop in one land - cutting down trees and uprooting bushes - inappropriate and excessive use of chemical fertilizers - leaving waste in the soil
in which regions are the fertile soils of our country located? and what is the reason for its fertility?,"in our country, there are fertile soils that have suitable organic and mineral substances in the plains and around the rivers and some mountains."
the soil of which regions of iran is not suitable for agriculture and what is the reason?,"the soil of some central, eastern or southern regions of the country is not suitable for agriculture due to the presence of salt or lime in the soil. in these areas, due to the dryness of the air and lack of rainfall, there is very little soil (humus)."
what organization is in charge of soil protection in our country?,"organization of forests, pastures and watershed"
"which of the following is not part of underground water?
a) rivers b) well c) spring d) aqueduct",a) rivers
"which of the watersheds do the rivers with high water that originate from the alborz mountains flow?
a) persian gulf and sea of ​​oman catchment b) internal catchment
c) side catchment basin d) caspian sea catchment basin",d) caspian sea watershed
"why are the soils of some interior or southern areas of iran not suitable for agriculture?
a) due to the presence of salt or lime in the soil b) due to dry air
c) due to the lack of snowfall and rain d) due to the increase in air temperature",a) due to the presence of salt or lime in the soil
who is a tourist?,tourists are those who temporarily leave their place of residence or work and go on a trip to rest or tour and see or study historical and natural places.
what are the goals of tourism? (what are the types of tourism?),"1 - for the purpose of rest and recreation
2 - for the purpose of visiting holy places
3 - for the purpose of studying historical works
4- for the purpose of visiting exhibitions or scientific gatherings
5 - for the purpose of nature tourism"
in what sense is tourism important?,"3- creating new jobs such as hotel management - ticket offices, transportation offices, selling handicrafts and local foods and sweets."
what is the most important means of tourism?,map
what does the map help when traveling?,"maps help us find new places better and get there faster. without a map, we may take wrong directions or spend a lot of time to find a place."
what is the most important map needed when traveling?,road map
what can be seen on the road map?,"on the map, the main and secondary roads, as well as service places such as restaurants, repair shops, gas stations, prayer rooms, etc., are marked."
what is the use of map scale in travel?,"using the road map scale, you can calculate how far you are from the village or city you want to travel to."
who is a tourist?,"those who temporarily leave their place of residence or work and go on a trip to rest or tour and see or study historical and natural places are called ""tourists""."
name the types of tourism. (what are the goals of tourism?),rest and recreation - visiting holy places or studying historical monuments - visiting exhibitions or scientific gatherings - nature walks
in what sense is tourism important?,"1_ we get to know beautiful natural phenomena and historical and cultural places.
2- we learn about the places and customs of the people of other regions.
3- various jobs are created in that area."
what is the most important tool needed for tourism?,map
name the jobs that are created for tourism.,"hotel management, ticket offices, transportation offices, selling handicrafts and local foods and sweets"
what does the map help when traveling?,"maps help us find new places better and get there faster. without a map, we may take wrong directions or spend a lot of time finding a place."
what is the most important map needed when traveling?,road map
what can be seen on the road map?,"on the road map, the main and secondary roads, as well as service places such as restaurants, repair shops, gas stations, prayer rooms, and the like are marked."
what is the use of map scale in travel?,"using the road map scale, you can calculate how far you are from the village or city you want to travel to."
"which of the following is not marked on the road map?
a) restaurants b) repair stations c) main and secondary roads d) mountain ranges and plains",d) mountain ranges and plains
"which of the following tools is very important for tourism?
a) map b) geographical globe c) compass d) video cameras",a) map
which are the most important mosques in our country that are of interest to tourists in terms of architecture?,imam and sheikh lotfolah mosque in isfahan - jame mosque in yazd - goharshad mosque in mashhad
mention a summary of the biography of imam reza (peace be upon him).,"imam reza (peace be upon him) son of imam musa kazem (peace be upon him) was born in medina in 148 hijri. he became imam at the age of 35. reza, fadel, saber, zaki are among his nicknames. finally, he was martyred by the order of mamoun abbasi."
"in addition to the importance of pilgrimage, what is the significance of the shrine of imam reza (peace be upon him)?","in terms of architecture and history - the existence of architectural masterpieces such as: goharshad mosque, the existence of graves of great scholars and religious figures such as sheikh baha'i and allameh mohammad taqi jafari"
what parts of qods razavi province include?,"- libraries
- guest house
- museums"
name the museums that are located in the qods razavi province complex.,"quran museum and coin museum, shell museum and weapon museum"
in what year was the central museum of qods razavi province opened?,1324 sh
what works are there in the central museum of qods razavi province?,"1- exquisite qurans with the handwriting of the infallible imams
2- the first tombstone of the 8th imam
3 - coins
4 - exquisite inscriptions
5 - medals of some of the country's heroes
6-gifts from the fans of the 8th imam"
what is the reason for the diversity of habitats in iran?,iran has a variety of habitats due to different roughnesses and different climates.
which port is the most important port and tourist center of the coast of oman?,chabahar port
what is the benefit of creating national parks?,they prevent tourists from damaging the environment.
what are the rules and features of national parks?,"in national parks such as protected areas, bush cutting, livestock grazing, hunting and the like are prohibited and they have created safe natural environments for animals. some of these parks are also dedicated to tourist attractions."
name two important and magnificent mosques of the country. (which are the most important mosques in our country that are of interest to tourists in terms of architecture?),"imam and sheikh lotfolah mosque in isfahan, jame mosque in yazd and goharshad mosque in mashhad"
how many imams are imam reza (as)?,the eighth imam
name the nicknames of imam reza.,"fazel, saber and zaki"
mention a summary of the biography of imam reza (as).,"they were born in medina in 148 ah. he attained imamate at the age of thirty-five. some of his nicknames are reza, fazel, saber and zaki. mamun brought imam reza (peace be upon him) to khorasan with respect and elected him to the ahadi province. ma'mun, who saw that imam reza (peace be upon him) did not obey him and did not accept his conditions, and on the other hand, his followers were increasing day by day, finally ordered to poison imam (peace be upon him) and martyr him."
"in addition to the importance of pilgrimage, what is the significance of the shrine of imam reza (peace be upon him)?","in terms of architecture and history - the existence of architectural masterpieces such as: goharshad mosque, the existence of the graves of great scholars and religious figures such as sheikh baha'i and allameh mohammad taqi jafari"
at what age did imam reza (a.s.) reach the imamate?,35 years old
who was the caliph of imam's time?,mamun
why did mamun bring imam reza to khorasan with respect?,to deceive the people and fear their rebellion - to pretend to make imam the crown prince.
whose tomb is in the sacred courtyards of imam reza?,sheikh baha'i and allameh mohammad taghi jafari
name the magnificent museums of qods razavi province.,"quran museum and coin museum, shell museum and weapon museum"
qods razavi province collection includes what parts?,libraries - guesthouses - museums
in what year was the central museum of qods razavi province opened?,in 1324
what works are there in the central museum of qods razavi province?,"1- exquisite qurans with the handwriting of the infallible imams
2- the first tombstone of the eighth imam
3- coins
4- exquisite inscriptions
5- medals of some heroes of the country
6- gifts from the fans of the 8th imam"
what is the reason for the diversity of habitats in iran?,iran has a variety of habitats due to different roughnesses and different climates.
which port is the most important port and tourist center of the coast of oman?,chabahar port
what is the reason for the creation of national parks?,they prevent tourists from damaging the environment.
what are the rules and features of national parks?,"in national parks such as protected areas, bush cutting, livestock grazing, hunting and the like are prohibited and they have created safe natural environments for animals. a part of these parks is also dedicated to tourist attractions."
"the tomb of which of the following characters is located in imam reza's courtyard?
a) sheikh bahai, mulla sadra b) allameh mohammad taghi jafari, mulla sadra
c) sheikh bahai, allameh mohammad taqi jafari d) mullah sadra, allameh majlesi","c) baha'i sheikh, allameh mohammad taqi jafari"
"which of the following is one of the important tourist centers especially in winters?
a) caspian sea coasts b) persian gulf and oman sea coasts c) maghan plain d) gorgan plain",b) the coasts of the persian gulf and the sea of ​​oman
"which of the following mosques are located in isfahan city?
a) sheikh lotfollah mosque and gohar shad mosque b) gohar shad mosque and imam mosque
c) blue mosque and goharshad mosque d) sheikh lotfollah mosque and imam mosque",d) sheikh lotfollah mosque and imam mosque
what is cultural heritage?,"heritage means inheritance and everything that has come to us from our ancestors, ancestors, and fathers. part of the things that have been left for us from our ancestors is cultural heritage."
why is cultural heritage important?,cultural heritage is all the valuable things that are related to the culture of a nation. these things are the result of the life and efforts of people who lived in the past and passed from one generation to another.
what does cultural heritage include?,"cultural heritage may be material things such as dishes, coins, inscriptions, carpets, old books and historical buildings, mosques and imamzadehs. it may also be non-material things such as beliefs, language and customs. which has reached us from the past."
why does iran have so much and valuable cultural heritage?,"since iran is the place of ancient civilizations and the oldest human settlements, it has a lot of valuable cultural heritage, part of which is kept in museums."
why should we try to preserve cultural heritage?,cultural heritage belongs to all people of a country
what science is history?,history is the study of human life in the past.
what are the benefits of studying history and learning about the past?,familiarity with the past helps us to better understand the present. we can learn from the events and lives of people of the past and use their experiences in today's life.
who is the historian?,those who study and research about the lives of people and events that happened in the past are called historians.
what tools do historians use in their studies?,"historians use various sources in their studies, such as books and writings or inscriptions, relics and means of life, buildings, coins, weapons, petroglyphs and everything that remains from the past."
how do historians express their opinion about a historical issue and in what case do they change their opinion?,"they try to carefully examine the evidence left behind to find out the reality of what happened in the past and then express their opinion about a historical issue.
sometimes historians may make changes in their opinions after finding new evidences in the text."
what science and knowledge do historians use in their work?,archaeology
how do archaeologists find artifacts?,"some historical monuments related to very distant times are located deep in the soil. for this reason, archaeologists first guess by observing ruins and ruins or studying historical sources that there are ancient monuments in an area. then they search for them. and dig in that area."
what tools do archaeologists use in their work?,archaeologists use special tools at each stage; from simple tools such as shovels and picks to microscopes and special cameras with which they observe the layers inside the soil.
how do historians begin their work?,historians usually start their work with questions about the past. they ask questions and then research them to find their answers.
list some of the questions historians begin their work with.,"- what happened?
- who or who participated in this event?
- when did it happen?
- what was the cause or causes of this event?
- where did this happen?
- how can this issue be used for the present and the future?"
what place is the museum?,"it is a place to preserve valuable historical works and cultural heritage, show them to people and study and research people in the fields of history, art, architecture and archeology."
what is the cultural heritage organization?,"in our country, one of the most important organizations responsible for the protection and maintenance of cultural heritage is the cultural heritage organization. museums are also one of the departments of the cultural heritage organization."
what is cultural heritage?,"a part of the works left for us by the past is ""cultural heritage""."
what is heritage?,inheritance means inheritance and everything that came to us from our ancestors and ancestors.
why is cultural heritage important?,cultural heritage is all valuable works related to the culture of a nation. these works are the result of the life and efforts of people who lived in the past. and it has passed from one generation to another.
what does cultural heritage include?,"cultural heritage may be material works such as dishes, coins, inscriptions, carpets, old books and historical buildings, mosques and imamzadehs. it may also be intangible things such as beliefs, language, and customs that have come down to us from the past."
how many types of cultural heritage are there?,material and immaterial
name some examples of material cultural heritage.,"dishes, coins, inscriptions, carpets, old books and historical buildings, mosques and imamzadehs."
name some examples of intangible cultural heritage.,"beliefs, language and customs that have come to us from the past."
why does iran have so much and valuable cultural heritage?,"since iran is the place of ancient civilizations and one of the oldest human settlements, it has a lot of cultural heritage, part of which is kept in museums."
why should we try to preserve cultural heritage?,cultural heritage belongs to all people of a country.
what is the science of history?,the study of human life in the past
what are the benefits of studying history and learning about the past?,knowing the past helps us to better understand the present. we can take advice from studying the events and lives of past people and use their experiences in today's life.
who is the historian?,those who study and research about the lives of people and events that happened in the past are called historians.
what sources and tools do historians use in the study of history?,"in their studies, historians use various sources such as books and writings or inscriptions, tools and means of life, buildings, coins, weapons, petroglyphs and everything that remains from the past."
how do historians express their opinion about a historical issue and in what case do they change their opinion?,"they try to scrutinize the evidence left behind to find out the reality of what happened in the past and then express their opinion about a historical issue. sometimes, historians may change their opinions by getting new evidence."
what science and knowledge do historians use in their work?,the science of archeology
how do archaeologists find artifacts?,"some historical monuments from long ago are buried in the ground. for this reason, archaeologists first guess that there are ancient artifacts in an area by observing ruins and ruins or studying historical sources. then they search and dig in that area."
write the tools of archaeologists. (what tools do archaeologists use in their work?),archaeologists use special tools at each stage; from simple tools such as shovels and picks to microscopes and special cameras with which they observe the layers inside the soil.
how do historians begin their work?,historians usually begin their work with questions about the past.
write down some of the questions that historians begin their work with.,"- what happened?
- who or who participated in this event?
- when did it happen?
- what was the cause or causes of this event?
- where did this happen?
- how can this issue be used for the present and the future?"
why do museums exist?,to preserve valuable historical monuments and cultural heritage
what place is the museum?,"it is a place to preserve valuable historical works and cultural heritage, show them to people and study and research people in the fields of history, art, architecture and archeology."
what is the use of the museum?,"to learn about how people lived in different times - to research and study the fields of history, art, architecture and archeology"
what is the cultural heritage organization?,"in our country, the most important organization responsible for the protection and maintenance of cultural heritage is the ""cultural heritage organization"". museums are also one of the departments of the cultural heritage organization."
who is responsible for the protection and maintenance of cultural heritage?,cultural heritage organization
"what do they say to those who study and research about the lives of people and events that happened in the past?
a) historian b) archaeologist c) researcher d) researcher",a) historian
"which of the following options is not part of intangible cultural heritage?
a) beliefs b) language c) customs d) historical monuments",d) historical monuments
"which is one of the departments of cultural heritage organization?
a) handicrafts b) museums c) tourism organization d) environmental protection",b) museums
what are kept in the museum of ancient iran and why is it called ancient iran?,"in this museum, statues, utensils and tools are kept from the distant past of iran. in this museum, you can see historical works left from the pre-islam period. that is why this museum is called the museum of ancient iran."
on what basis do historians divide the past?,based on important events and changes
iran's history is divided into how many time periods? why,"1- pre-islamic history (ancient iran period)
2- the history of the islamic period, which began with the fall of the sassanid government and the introduction of islam to iran, and continues until now."
"according to archaeologists' study of the remains of the past, what stages has human life gone through?","thousands of years ago, humans used very simple and primitive tools, they lived by gathering food and hunting animals, they went from place to place in search of food and prey, and to protect themselves in caves then humans learned agriculture and domesticated animals. they built permanent houses for themselves by the rivers. agriculture caused humans to settle down. in this way, the first villages were built by the rivers and streams. springs appeared. little by little, trade and trade in tools and equipment flourished. humans invented the line to manage their work and write and calculate their transactions. with the passage of time, the population of some settlements increased and large cities emerged. they came to be governed by a government. they established rules and regulations for themselves. the people of these cities made great progress in art and architecture and building buildings. in this way, the first human civilizations were born."
what tools did the cavemen use and why did they paint on the walls of the caves?,"the tools of the cavemen in this period were made of stone, and they carved inscriptions on the walls of the caves or mountains around them to commemorate their hunts, and some of these petroglyphs still remain today."
"in which regions of iran, clay and clay vessels (vessels of people's life) related to the past era have been found?","tepah siylak (in kashan) and tepah hes nelu, (in the city of naqdeh in west azarbaijan)"
what are the characteristics of civilization?,"- having architecture, urban planning and arts
- having a line - having religious beliefs
- skill in different jobs
- having rules and regulations
- having a government"
name some civilizations that arose in iran in the distant past and then disappeared.,"the civilization of the burnt city
- elam civilization
- jiraft civilization"
burnt city is located in which region of iran and what historical period is it and why is it known by this name?,"near the city of zabul in sistan and baluchistan province, about five thousand years ago, this civilization disappeared in an unknown and strange way, and for this reason, they named this area rasheer sokhte, which means destroyed."
how were the remains of the elam civilization discovered?,"about 80 years ago, some engineers who were going to khuzestan by plane noticed a hill and suspected that there are historical monuments under it. they informed the archaeologists about the existence of this hill. with great effort and care, they removed the soil and gradually discovered the ruins of choghazanbil, the most important remnant of the civilization of elam."
"where is chaghazanbil temple, the most important remaining work of elam civilization, and what is its characteristic?","it is near susa. this temple is built with millions of clay and thousands of bricks, and on some bricks, there are writings in elamite script."
when was the civilization of elam and what were the characteristics of the elamites?,"about 3,000 years ago - they wrote the laws that the elamite kings had established on clay tablets, some of which have survived to this day. and they worshiped the god of water and... and made statues of these gods and placed them in their temples and worshiped them. the elamites were familiar with the art of pottery and their pottery vessels, statues and various tools have been found in this area."
in which region of iran is jiroft civilization located and what artifacts have been found in this region? and what is the characteristic of the inscriptions of this region?,"near jiroft, kerman, next to halil river - stone and bronze tools and vessels with animals, ziggurats, and brick inscriptions. archaeologists have not yet succeeded in reading the inscriptions, and they believe that this is the oldest script in the world, which was invented by the jiroft civilization. is"
"name which civilizations were formed in mesopotamia, along the nile river and around the mediterranean sea at the same time as the elam civilization in iran.","- assyria
sumer
- babel
- lady
- egypt"
"at the same time as the divine prophets, what was the state of the people in terms of progress and social relations, and how were the rulers?","at that time, although the people of these areas had progressed in making tools and means of living and great civilizations had emerged along the rivers, bad conditions prevailed in their lives and social relations. the rulers were enjoying themselves in the magnificent palaces and oppressed the people a lot. instead of worshiping the one and only god, people worshiped the sun and the moon or idols and were misguided. the morals and behavior and laws and regulations that people followed were full of ignorance and misguidance, superstitions and oppression."
which prophets lived in mesopotamia?,prophet noah (pbuh) and prophet ibrahim (pbuh)
which prophets lived in egypt?,hazrat yusuf (pbuh) and hazrat musa (pbuh)
which prophet was born in palestine?,jesus (pbuh) was born in palestine during the rule of the roman empire.
what does the museum of ancient iran mean?,historical monuments left from the pre-islamic period
iran's history is divided into how many categories?,"1- the history of iran before islam, which is called the period of ancient iran.
2- the history of iran, the islamic period, which began with the fall of the sassanid government and the introduction of islam to iran, and continues until now."
what are kept in the museum of ancient iran and why is it called ancient iran?,"in this museum, statues, utensils and tools are kept from the distant past of iran. in this museum, you can see historical works left from the pre-islamic period. for this reason, this museum is called the museum of ancient iran."
on what basis do historians divide the past?,based on important events and changes
where did humans live in the early and primitive period?,the caves
what tools did the cavemen use and why did they paint on the walls of the caves?,"the tools of the cavemen in this period were made of stone, and they remembered their hunts by drawing patterns on the walls of the caves or on the mountains around them. today, some of these petroglyphs still remain."
in which regions of iran have pottery and clay vessels (vessels of people's life) been found from the past?,"in some parts of iran, such as silak hill (darkashan) and hasan lo hill (in naqdeh, west azarbaijan), utensils and tools from the life of the people of this period have been found."
how did humans live after cave dwelling?,they learned agriculture and domesticated animals.
what are the characteristics of civilization? (name the characteristics of civilization),"- division of work, skills in different tasks, trade and commerce
- line
- religious beliefs
- skill in various tasks
- rules and regulations
- government"
name some civilizations that arose in iran in the distant past and then disappeared.,civilization of burned city - civilization of ilam - civilization of jiroft
where are old utensils and tools found in iran?,"sialk hill (darkashan) and hasan lo hill (in naqdeh, west azerbaijan)"
burnt city is located in which region of iran and what historical period is it and why is it known by this name?,"near the city of zabul in the province of sistan and baluchistan, about five thousand years ago, this civilization disappeared in an unknown and strange way, and for this reason, they named this area the burnt city, which means destroyed."
where is the burnt city located?,near the city of zabul in sistan and baluchistan province
how old are the objects of the burnt city?,about five thousand years
why is it called the burnt city?,because apparently it was destroyed by fire.
where is the civilization of elam located?,khuzestan
how were the remains of the elam civilization discovered?,"about eighty years ago, some engineers flying to khuzestan noticed a hill and thought that there are historical monuments under it. they informed the archaeologists about the existence of this hill. after long efforts, archaeologists removed the soil with great care and gradually discovered the ruins of ""choghazanbil"", the most important remnant of the elam civilization."
"where is chaghazanbil temple, the most important remaining work of elam civilization, and what is its characteristic?","it is near susa. this temple is built with millions of bricks and thousands of bricks, and some of the bricks are written in elamite script."
what is the most important work left from the civilization of elam?,chughazanbil
where is chaghazanbil temple located?,near susa
did the elamites worship anything?,god of the sun and god of water
when was the civilization of elam and what were the characteristics of the elamites?,"the elamites lived in this area for about 3 thousand years and created a great civilization. they wrote the laws that the elamite kings had established on clay tablets. some of these tablets have survived to this day. the elamites, like other ancient civilizations, worshiped many gods, such as the sun god and the water god, etc., and made statues of these gods and placed them in their temples and worshiped them. the elamites were familiar with the art of pottery and their pottery vessels, statues and various tools have been found in this area."
where is jiroft civilization located?,"near jiroft, kerman, next to halil road."
in which civilization is the ziggurat?,jiraft civilization
when and in which region of iran was jiroft civilization located and what artifacts were found in this region? and what is the characteristic of the inscriptions of this region?,"about a century ago, archaeologists managed to identify one of the oldest civilizations of the east near jiroft kerman (next to halil river) and dig it out. among these discoveries are stone and bronze tools and vessels with animal motifs, ziggurats and brick inscriptions. archaeologists who are researching these inscriptions have not yet managed to read them and they believe that it is one of the oldest scripts in the world that was invented by the jiroft civilization."
